Date, Curreny, Rate
11/9/17,AUD,1.304353
11/9/17,BGN,1.679005
11/9/17,BRL,3.252852
11/9/17,CAD,1.269366
11/9/17,CHF,0.99579
11/9/17,CLP,630.741243
11/9/17,CNY,6.64045
11/9/17,CZK,21.927126
11/9/17,DKK,6.387001
11/9/17,EUR,0.858382
11/9/17,GBP,0.76146
11/9/17,HKD,7.799852
11/9/17,HUF,267.479961
11/9/17,IDR,13523.68531
11/9/17,ILS,3.518272
11/9/17,INR,65.077386
11/9/17,JPY,113.393803
11/9/17,KRW,1118.331151
11/9/17,MYR,4.192432
11/9/17,MXN,19.080786
11/9/17,NOK,8.130205
11/9/17,NZD,1.438833
11/9/17,PHP,51.268094
11/9/17,PLN,3.633037
11/9/17,RUB,59.302773
11/9/17,SAR,3.750231
11/9/17,SEK,8.369282
11/9/17,SGD,1.359457
11/9/17,THB,33.097589
11/9/17,ZAR,14.262927
11/8/17,AUD,1.302713
11/8/17,BGN,1.687413
11/8/17,BRL,3.256029
11/8/17,CAD,1.272799
11/8/17,CHF,0.999644
11/8/17,CLP,631.725698
11/8/17,CNY,6.627011
11/8/17,CZK,22.084391
11/8/17,DKK,6.422051
11/8/17,EUR,0.862759
11/8/17,GBP,0.762976
11/8/17,HKD,7.796054
11/8/17,HUF,269.137407
11/8/17,IDR,13501.00372
11/8/17,ILS,3.511907
11/8/17,INR,64.941711
11/8/17,JPY,113.615096
11/8/17,KRW,1112.037773
11/8/17,MYR,4.226295
11/8/17,MXN,19.074387
11/8/17,NOK,8.169195
11/8/17,NZD,1.44497
11/8/17,PHP,51.220586
11/8/17,PLN,3.653581
11/8/17,RUB,59.178378
11/8/17,SAR,3.750419
11/8/17,SEK,8.383654
11/8/17,SGD,1.361541
11/8/17,THB,33.107554
11/8/17,ZAR,14.119366
11/7/17,AUD,1.309575
11/7/17,BGN,1.689947
11/7/17,BRL,3.277241
11/7/17,CAD,1.279275
11/7/17,CHF,0.999367
11/7/17,CLP,634.332933
11/7/17,CNY,6.640004
11/7/17,CZK,22.076762
11/7/17,DKK,6.428148
11/7/17,EUR,0.863656
11/7/17,GBP,0.760301
11/7/17,HKD,7.804342
11/7/17,HUF,269.125587
11/7/17,IDR,13530.44218
11/7/17,ILS,3.518604
11/7/17,INR,65.146154
11/7/17,JPY,113.896149
11/7/17,KRW,1113.449238
11/7/17,MYR,4.226311
11/7/17,MXN,19.149013
11/7/17,NOK,8.183696
11/7/17,NZD,1.449359
11/7/17,PHP,51.434678
11/7/17,PLN,3.666976
11/7/17,RUB,59.385198
11/7/17,SAR,3.75113
11/7/17,SEK,8.403486
11/7/17,SGD,1.364636
11/7/17,THB,33.134894
11/7/17,ZAR,14.239983
11/6/17,AUD,1.303273
11/6/17,BGN,1.685941
11/6/17,BRL,3.277937
11/6/17,CAD,1.273957
11/6/17,CHF,0.99882
11/6/17,CLP,633.032359
11/6/17,CNY,6.633687
11/6/17,CZK,22.037704
11/6/17,DKK,6.415764
11/6/17,EUR,0.862015
11/6/17,GBP,0.760754
11/6/17,HKD,7.802998
11/6/17,HUF,268.442458
11/6/17,IDR,13500.19292
11/6/17,ILS,3.509081
11/6/17,INR,64.607631
11/6/17,JPY,113.885318
11/6/17,KRW,1111.087345
11/6/17,MYR,4.233173
11/6/17,MXN,19.080951
11/6/17,NOK,8.151893
11/6/17,NZD,1.446627
11/6/17,PHP,51.102213
11/6/17,PLN,3.655959
11/6/17,RUB,58.568884
11/6/17,SAR,3.750176
11/6/17,SEK,8.404841
11/6/17,SGD,1.362698
11/6/17,THB,33.114029
11/6/17,ZAR,14.156868
11/5/17,AUD,1.306268
11/5/17,BGN,1.677827
11/5/17,BRL,3.313679
11/5/17,CAD,1.275784
11/5/17,CHF,1.000736
11/5/17,CLP,634.487052
11/5/17,CNY,6.633546
11/5/17,CZK,22.099374
11/5/17,DKK,6.413172
11/5/17,EUR,0.861112
11/5/17,GBP,0.764672
11/5/17,HKD,7.800168
11/5/17,HUF,268.843191
11/5/17,IDR,13498.12058
11/5/17,ILS,3.513826
11/5/17,INR,64.557793
11/5/17,JPY,114.044206
11/5/17,KRW,1115.15988
11/5/17,MYR,4.235606
11/5/17,MXN,19.271204
11/5/17,NOK,8.173056
11/5/17,NZD,1.44781
11/5/17,PHP,51.294877
11/5/17,PLN,3.657143
11/5/17,RUB,59.119642
11/5/17,SAR,3.769793
11/5/17,SEK,8.450996
11/5/17,SGD,1.364883
11/5/17,THB,33.236812
11/5/17,ZAR,14.243408
11/4/17,AUD,1.306391
11/4/17,BGN,1.677852
11/4/17,BRL,3.313709
11/4/17,CAD,1.27571
11/4/17,CHF,1.000745
11/4/17,CLP,634.499991
11/4/17,CNY,6.633865
11/4/17,CZK,22.099399
11/4/17,DKK,6.413472
11/4/17,EUR,0.861025
11/4/17,GBP,0.764687
11/4/17,HKD,7.800388
11/4/17,HUF,269.127235
11/4/17,IDR,13498.35809
11/4/17,ILS,3.514432
11/4/17,INR,64.555824
11/4/17,JPY,114.043075
11/4/17,KRW,1115.183699
11/4/17,MYR,4.235556
11/4/17,MXN,19.284902
11/4/17,NOK,8.174792
11/4/17,NZD,1.447871
11/4/17,PHP,51.30507
11/4/17,PLN,3.657874
11/4/17,RUB,59.136155
11/4/17,SAR,3.764792
11/4/17,SEK,8.451094
11/4/17,SGD,1.364776
11/4/17,THB,33.254696
11/4/17,ZAR,14.25442
11/3/17,AUD,1.307321
11/3/17,BGN,1.684064
11/3/17,BRL,3.310843
11/3/17,CAD,1.276994
11/3/17,CHF,1.000321
11/3/17,CLP,633.219521
11/3/17,CNY,6.638819
11/3/17,CZK,22.084816
11/3/17,DKK,6.407095
11/3/17,EUR,0.860782
11/3/17,GBP,0.765208
11/3/17,HKD,7.802589
11/3/17,HUF,267.583702
11/3/17,IDR,13528.01049
11/3/17,ILS,3.509559
11/3/17,INR,64.63349
11/3/17,JPY,114.247757
11/3/17,KRW,1115.762623
11/3/17,MYR,4.238475
11/3/17,MXN,19.195769
11/3/17,NOK,8.183005
11/3/17,NZD,1.447704
11/3/17,PHP,51.279777
11/3/17,PLN,3.653993
11/3/17,RUB,59.12477
11/3/17,SAR,3.750082
11/3/17,SEK,8.435778
11/3/17,SGD,1.36374
11/3/17,THB,33.169129
11/3/17,ZAR,14.214697
11/2/17,AUD,1.294934
11/2/17,BGN,1.675685
11/2/17,BRL,3.268188
11/2/17,CAD,1.280893
11/2/17,CHF,0.997582
11/2/17,CLP,630.855883
11/2/17,CNY,6.609014
11/2/17,CZK,21.995915
11/2/17,DKK,6.374063
11/2/17,EUR,0.856574
11/2/17,GBP,0.765149
11/2/17,HKD,7.802492
11/2/17,HUF,266.750511
11/2/17,IDR,13521.42561
11/2/17,ILS,3.505024
11/2/17,INR,64.571916
11/2/17,JPY,113.844907
11/2/17,KRW,1112.549496
11/2/17,MYR,4.229997
11/2/17,MXN,19.006472
11/2/17,NOK,8.140338
11/2/17,NZD,1.444411
11/2/17,PHP,51.390953
11/2/17,PLN,3.627465
11/2/17,RUB,58.316308
11/2/17,SAR,3.750718
11/2/17,SEK,8.386469
11/2/17,SGD,1.358967
11/2/17,THB,33.088115
11/2/17,ZAR,14.018476
11/1/17,AUD,1.303277
11/1/17,BGN,1.681885
11/1/17,BRL,3.269146
11/1/17,CAD,1.289343
11/1/17,CHF,1.001208
11/1/17,CLP,635.536481
11/1/17,CNY,6.608832
11/1/17,CZK,22.014373
11/1/17,DKK,6.406387
11/1/17,EUR,0.860793
11/1/17,GBP,0.754393
11/1/17,HKD,7.801182
11/1/17,HUF,267.617675
11/1/17,IDR,13554.56255
11/1/17,ILS,3.515867
11/1/17,INR,64.555443
11/1/17,JPY,114.085288
11/1/17,KRW,1111.17103
11/1/17,MYR,4.230075
11/1/17,MXN,19.14172
11/1/17,NOK,8.159736
11/1/17,NZD,1.45066
11/1/17,PHP,51.52681
11/1/17,PLN,3.647649
11/1/17,RUB,58.242518
11/1/17,SAR,3.750964
11/1/17,SEK,8.403794
11/1/17,SGD,1.361159
11/1/17,THB,33.144492
11/1/17,ZAR,14.087162
